caseid,createdatetime,fab,subject,username,productname,issuetype
case-20260815-00947,2026/8/15 11:34:07 AM,F18,[others alarm:週邊設備]f18_Tool-84的標籤列印機無法收到網路列印指令,tony_chang,others,週邊設備
case-20260815-00948,2026/8/15 11:48:47 AM,F14A,[others alarm:帳號與權限]f14a_General的廠端新進作業員申請基礎檢視權限,david_li,others,帳號與權限
case-20260816-00949,2026/8/16 6:27:17 PM,F12A,[ees alarm:帳號與權限]f12a_General的廠端新進作業員申請基礎檢視權限,alex_chen,ees,帳號與權限
case-20260816-00950,2026/8/16 3:32:33 PM,F14B,[ees alarm:零件壽命]f14b_Tool-96的更換消耗性零件後EES介面仍顯示壽命過期警告,john_lin,ees,零件壽命
case-20260816-00951,2026/8/16 3:39:23 PM,F12B,[ees alarm:PM保養]f12b_Tool-68的年度PM完成後於EES點選完工無法同步更新狀態,john_lin,ees,PM保養
case-20260816-00952,2026/8/16 2:57:11 PM,F12A,[tcs/tap alarm:自動搬運]f12a_General的自動搬運系統指令重試後成功進料,eric_huang,tcs/tap,自動搬運
case-20260816-00953,2026/8/16 7:09:31 PM,F12B,[fdc alarm:感測器異常]f12b_Tool-90的單一Sensor SVID採樣週期跳動,kevin_wang,fdc,感測器異常
case-20260816-00954,2026/8/16 2:43:34 PM,F14B,[others alarm:帳號與權限]f14b_General的廠端新進作業員申請基礎檢視權限,kevin_wang,others,帳號與權限
case-20260816-00955,2026/8/16 7:41:01 PM,F12B,[others alarm:帳號與權限]f12b_General的工程師忘記密碼導致帳號被鎖定,eric_huang,others,帳號與權限
case-20260817-00956,2026/8/17 6:21:26 PM,F18,[ees alarm:帳號與權限]f18_Tool-51的廠端新進作業員申請基礎檢視權限,sam_liu,ees,帳號與權限
case-20260817-00957,2026/8/17 5:42:44 PM,F14B,[ees alarm:配方管理]f14b_General的修改參數後上傳EES主機回應逾時,tony_chang,ees,配方管理
case-20260817-00958,2026/8/17 8:19:10 PM,F12B,[ees alarm:PM保養]f12b_Tool-46的年度PM完成後於EES點選完工無法同步更新狀態,eric_huang,ees,PM保養
case-20260817-00959,2026/8/17 1:18:29 PM,F15,[tcs/tap alarm:自動搬運]f15_Tool-78的自動搬運系統指令重試後成功進料,kevin_wang,tcs/tap,自動搬運
case-20260817-00960,2026/8/17 10:53:45 AM,F12B,[fdc alarm:感測器異常]f12b_General的單一Sensor SVID採樣週期跳動,kevin_wang,fdc,感測器異常
case-20260817-00961,2026/8/17 5:08:28 PM,F14A,[others alarm:週邊設備]f14a_General的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260817-00962,2026/8/17 7:02:42 PM,F14A,[others alarm:帳號與權限]f14a_General的廠端新進作業員申請基礎檢視權限,sam_liu,others,帳號與權限
case-20260818-00963,2026/8/18 10:34:19 AM,F12A,[ees alarm:配方管理]f12a_Tool-73的修改參數後上傳EES主機回應逾時,john_lin,ees,配方管理
case-20260818-00964,2026/8/18 3:59:20 PM,F12A,[ees alarm:零件壽命]f12a_Tool-79的更換消耗性零件後EES介面仍顯示壽命過期警告,kevin_wang,ees,零件壽命
case-20260818-00965,2026/8/18 6:45:18 PM,F14A,[ees alarm:配方管理]f14a_Tool-83的修改參數後上傳EES主機回應逾時,tony_chang,ees,配方管理
case-20260818-00966,2026/8/18 7:58:59 PM,F14A,[tcs/tap alarm:設備通訊]f14a_Tool-71的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,tony_chang,tcs/tap,設備通訊
case-20260818-00967,2026/8/18 10:43:35 AM,F14A,[tcs/tap alarm:帳號與權限]f14a_General的作業員請假交接暫時調整TAP機台控制權限,john_lin,tcs/tap,帳號與權限
case-20260818-00968,2026/8/18 11:28:22 AM,F14A,[tcs/tap alarm:報表與查詢]f14a_General的工程師申請匯出昨日OHT搬運統計報表,john_lin,tcs/tap,報表與查詢
case-20260818-00969,2026/8/18 5:33:14 PM,F12B,[fdc alarm:資料採集]f12b_General的短暫網路震盪導致FDC Log採集延遲,eric_huang,fdc,資料採集
case-20260818-00970,2026/8/18 6:05:32 PM,F12B,[others alarm:週邊設備]f12b_Tool-87的標籤列印機無法收到網路列印指令,chris_chao,others,週邊設備
case-20260818-00971,2026/8/18 4:03:58 PM,F14B,[others alarm:帳號與權限]f14b_General的廠端新進作業員申請基礎檢視權限,sam_liu,others,帳號與權限
case-20260818-00972,2026/8/18 1:24:23 PM,F14A,[others alarm:帳號與權限]f14a_General的廠端新進作業員申請基礎檢視權限,alex_chen,others,帳號與權限
case-20260819-00973,2026/8/19 4:05:13 PM,F18,[ees alarm:零件壽命]f18_Tool-66的更換消耗性零件後EES介面仍顯示壽命過期警告,tony_chang,ees,零件壽命
case-20260819-00974,2026/8/19 10:51:46 AM,F18,[ees alarm:PM保養]f18_Tool-27的年度PM完成後於EES點選完工無法同步更新狀態,chris_chao,ees,PM保養
case-20260819-00975,2026/8/19 11:19:30 AM,F12A,[tcs/tap alarm:系統效能]f12a_Tool-85的尖峰排程時段TCS主機反應時間稍有波動,sam_liu,tcs/tap,系統效能
case-20260819-00976,2026/8/19 8:26:40 AM,F14B,[fdc alarm:資料採集]f14b_General的短暫網路震盪導致FDC Log採集延遲,eric_huang,fdc,資料採集
case-20260819-00977,2026/8/19 5:48:58 PM,F12B,[others alarm:帳號與權限]f12b_General的廠端新進作業員申請基礎檢視權限,kevin_wang,others,帳號與權限
case-20260819-00978,2026/8/19 12:35:31 PM,F14A,[others alarm:帳號與權限]f14a_Tool-48的廠端新進作業員申請基礎檢視權限,alex_chen,others,帳號與權限
case-20260819-00979,2026/8/19 4:47:29 PM,F12A,[others alarm:帳號與權限]f12a_Tool-29的廠端新進作業員申請基礎檢視權限,david_li,others,帳號與權限
case-20260820-00980,2026/8/20 6:53:40 PM,F12A,[ees alarm:帳號與權限]f12a_Tool-46的廠端新進作業員申請基礎檢視權限,tony_chang,ees,帳號與權限
case-20260820-00981,2026/8/20 10:31:58 AM,F12A,[ees alarm:零件壽命]f12a_General的更換消耗性零件後EES介面仍顯示壽命過期警告,david_li,ees,零件壽命
case-20260820-00982,2026/8/20 9:38:47 AM,F15,[tcs/tap alarm:自動搬運]f15_Tool-65的自動搬運系統指令重試後成功進料,sam_liu,tcs/tap,自動搬運
case-20260820-00983,2026/8/20 6:43:30 PM,F14A,[tcs/tap alarm:設備通訊]f14a_Tool-83的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,john_lin,tcs/tap,設備通訊
case-20260820-00984,2026/8/20 10:37:03 AM,F14A,[fdc alarm:腔體警報]f14a_Tool-98的腔體即時壓力短暫碰觸UCL邊界,kevin_wang,fdc,腔體警報
case-20260820-00985,2026/8/20 1:10:03 PM,F14A,[fdc alarm:感測器異常]f14a_Tool-55的單一Sensor SVID採樣週期跳動,eric_huang,fdc,感測器異常
case-20260820-00986,2026/8/20 12:33:40 PM,F15,[others alarm:週邊設備]f15_General的標籤列印機無法收到網路列印指令,john_lin,others,週邊設備
case-20260820-00987,2026/8/20 10:48:06 AM,F15,[others alarm:帳號與權限]f15_General的廠端新進作業員申請基礎檢視權限,kevin_wang,others,帳號與權限
case-20260821-00988,2026/8/21 8:19:17 PM,F12A,[ees alarm:配方管理]f12a_Tool-55的修改參數後上傳EES主機回應逾時,sam_liu,ees,配方管理
case-20260821-00989,2026/8/21 8:08:33 AM,F14A,[ees alarm:零件壽命]f14a_Tool-62的更換消耗性零件後EES介面仍顯示壽命過期警告,eric_huang,ees,零件壽命
case-20260821-00990,2026/8/21 10:06:13 AM,F15,[ees alarm:配方管理]f15_General的修改參數後上傳EES主機回應逾時,kevin_wang,ees,配方管理
case-20260821-00991,2026/8/21 5:44:53 PM,F14B,[tcs/tap alarm:設備通訊]f14b_Tool-19的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,john_lin,tcs/tap,設備通訊
case-20260821-00992,2026/8/21 10:59:01 AM,F14A,[tcs/tap alarm:自動搬運]f14a_General的自動搬運系統指令重試後成功進料,tony_chang,tcs/tap,自動搬運
case-20260821-00993,2026/8/21 10:52:28 AM,F12B,[tcs/tap alarm:報表與查詢]f12b_Tool-13的工程師申請匯出昨日OHT搬運統計報表,sam_liu,tcs/tap,報表與查詢
case-20260821-00994,2026/8/21 11:08:54 AM,F18,[fdc alarm:腔體警報]f18_General的腔體即時壓力短暫碰觸UCL邊界,kevin_wang,fdc,腔體警報
case-20260821-00995,2026/8/21 10:05:27 AM,F12A,[others alarm:帳號與權限]f12a_General的廠端新進作業員申請基礎檢視權限,john_lin,others,帳號與權限
case-20260822-00996,2026/8/22 8:12:06 AM,F18,[ees alarm:帳號與權限]f18_Tool-17的廠端新進作業員申請基礎檢視權限,alex_chen,ees,帳號與權限
case-20260822-00997,2026/8/22 9:58:16 AM,F12A,[ees alarm:PM保養]f12a_General的年度PM完成後於EES點選完工無法同步更新狀態,alex_chen,ees,PM保養
case-20260822-00998,2026/8/22 8:07:58 PM,F15,[tcs/tap alarm:報表與查詢]f15_Tool-33的工程師申請匯出昨日OHT搬運統計報表,david_li,tcs/tap,報表與查詢
case-20260822-00999,2026/8/22 8:05:09 AM,F15,[fdc alarm:腔體警報]f15_General的腔體即時壓力短暫碰觸UCL邊界,eric_huang,fdc,腔體警報
case-20260822-01000,2026/8/22 4:49:46 PM,F15,[fdc alarm:感測器異常]f15_Tool-22的單一Sensor SVID採樣週期跳動,david_li,fdc,感測器異常
case-20260822-01001,2026/8/22 11:45:12 AM,F12B,[others alarm:帳號與權限]f12b_Tool-78的工程師忘記密碼導致帳號被鎖定,eric_huang,others,帳號與權限
case-20260822-01002,2026/8/22 7:06:59 PM,F15,[others alarm:帳號與權限]f15_Tool-70的廠端新進作業員申請基礎檢視權限,david_li,others,帳號與權限
case-20260822-01003,2026/8/22 7:37:11 PM,F18,[others alarm:帳號與權限]f18_Tool-33的廠端新進作業員申請基礎檢視權限,tony_chang,others,帳號與權限
case-20260823-01004,2026/8/23 2:13:32 PM,F14B,[ees alarm:零件壽命]f14b_General的更換消耗性零件後EES介面仍顯示壽命過期警告,david_li,ees,零件壽命
case-20260823-01005,2026/8/23 9:29:07 AM,F14B,[ees alarm:PM保養]f14b_Tool-46的年度PM完成後於EES點選完工無法同步更新狀態,kevin_wang,ees,PM保養
case-20260823-01006,2026/8/23 1:31:07 PM,F14A,[tcs/tap alarm:報表與查詢]f14a_Tool-49的工程師申請匯出昨日OHT搬運統計報表,chris_chao,tcs/tap,報表與查詢
case-20260823-01007,2026/8/23 11:35:26 AM,F14B,[fdc alarm:感測器異常]f14b_General的單一Sensor SVID採樣週期跳動,eric_huang,fdc,感測器異常
case-20260823-01008,2026/8/23 8:30:43 PM,F12B,[fdc alarm:資料採集]f12b_General的短暫網路震盪導致FDC Log採集延遲,sam_liu,fdc,資料採集
case-20260823-01009,2026/8/23 9:25:28 AM,F12A,[others alarm:帳號與權限]f12a_General的廠端新進作業員申請基礎檢視權限,john_lin,others,帳號與權限
case-20260823-01010,2026/8/23 7:37:06 PM,F12A,[others alarm:帳號與權限]f12a_General的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260823-01011,2026/8/23 1:12:38 PM,F12A,[others alarm:帳號與權限]f12a_General的廠端新進作業員申請基礎檢視權限,chris_chao,others,帳號與權限
case-20260824-01012,2026/8/24 3:17:48 PM,F18,[ees alarm:帳號與權限]f18_Tool-55的廠端新進作業員申請基礎檢視權限,eric_huang,ees,帳號與權限
case-20260824-01013,2026/8/24 6:38:25 PM,F15,[ees alarm:帳號與權限]f15_General的廠端新進作業員申請基礎檢視權限,tony_chang,ees,帳號與權限
case-20260824-01014,2026/8/24 9:07:16 AM,F14B,[ees alarm:配方管理]f14b_General的修改參數後上傳EES主機回應逾時,tony_chang,ees,配方管理
case-20260824-01015,2026/8/24 9:47:03 AM,F14B,[tcs/tap alarm:系統效能]f14b_Tool-32的尖峰排程時段TCS主機反應時間稍有波動,john_lin,tcs/tap,系統效能
case-20260824-01016,2026/8/24 6:20:09 PM,F15,[fdc alarm:資料採集]f15_Tool-19的短暫網路震盪導致FDC Log採集延遲,eric_huang,fdc,資料採集
case-20260824-01017,2026/8/24 8:29:12 PM,F18,[fdc alarm:模型維護]f18_Tool-74的例行性FDC演算法閾值微調驗證,eric_huang,fdc,模型維護
case-20260824-01018,2026/8/24 4:21:51 PM,F12A,[fdc alarm:資料採集]f12a_Tool-25的短暫網路震盪導致FDC Log採集延遲,alex_chen,fdc,資料採集
case-20260824-01019,2026/8/24 1:54:24 PM,F14B,[others alarm:帳號與權限]f14b_General的工程師忘記密碼導致帳號被鎖定,tony_chang,others,帳號與權限
case-20260824-01020,2026/8/24 4:42:55 PM,F18,[others alarm:帳號與權限]f18_General的廠端新進作業員申請基礎檢視權限,eric_huang,others,帳號與權限
case-20260825-01021,2026/8/25 12:45:24 PM,F12A,[ees alarm:帳號與權限]f12a_Tool-72的廠端新進作業員申請基礎檢視權限,tony_chang,ees,帳號與權限
case-20260825-01022,2026/8/25 4:54:10 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的黃光區無法進料請派員確認網路或主機連線,alex_chen,tcs/tap,設備通訊
case-20260825-01023,2026/8/25 5:24:39 PM,F12A,[tcs/tap alarm:資料過帳]f12a_Track-03的派工作業異常中斷顯示Remote Host Closed Connection,sam_liu,tcs/tap,資料過帳
case-20260825-01024,2026/8/25 1:03:01 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,alex_chen,tcs/tap,設備通訊
case-20260825-01025,2026/8/25 1:51:47 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,alex_chen,tcs/tap,設備通訊
case-20260825-01026,2026/8/25 2:06:27 PM,F14B,[tcs/tap alarm:報表與查詢]f14b_General的工程師申請匯出昨日OHT搬運統計報表,sam_liu,tcs/tap,報表與查詢
case-20260825-01027,2026/8/25 11:15:15 AM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的刷批次條碼後跳出SECS/GEM通訊逾時(ERR_TIMEOUT_0x8004),eric_huang,tcs/tap,設備通訊
case-20260825-01028,2026/8/25 12:07:21 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,kevin_wang,tcs/tap,設備通訊
case-20260825-01029,2026/8/25 8:29:42 AM,F12A,[tcs/tap alarm:配方管理]f12a_Track-03的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,chris_chao,tcs/tap,配方管理
case-20260825-01030,2026/8/25 12:01:44 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,tony_chang,tcs/tap,設備通訊
case-20260825-01031,2026/8/25 2:36:24 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的黃光區無法進料請派員確認網路或主機連線,sam_liu,tcs/tap,設備通訊
case-20260825-01032,2026/8/25 9:44:43 AM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,david_li,tcs/tap,設備通訊
case-20260825-01033,2026/8/25 10:39:19 AM,F12B,[tcs/tap alarm:帳號與權限]f12b_Tool-19的作業員請假交接暫時調整TAP機台控制權限,sam_liu,tcs/tap,帳號與權限
case-20260825-01034,2026/8/25 11:18:16 AM,F12A,[tcs/tap alarm:配方管理]f12a_Track-03的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,alex_chen,tcs/tap,配方管理
case-20260825-01035,2026/8/25 8:14:39 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的刷批次條碼後跳出SECS/GEM通訊逾時(ERR_TIMEOUT_0x8004),john_lin,tcs/tap,設備通訊
case-20260825-01036,2026/8/25 5:21:17 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的黃光區無法進料請派員確認網路或主機連線,john_lin,tcs/tap,設備通訊
case-20260825-01037,2026/8/25 2:13:22 PM,F12A,[tcs/tap alarm:資料過帳]f12a_Track-03的派工作業異常中斷顯示Remote Host Closed Connection,john_lin,tcs/tap,資料過帳
case-20260825-01038,2026/8/25 4:51:19 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,chris_chao,tcs/tap,設備通訊
case-20260825-01039,2026/8/25 11:26:25 AM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的黃光區無法進料請派員確認網路或主機連線,eric_huang,tcs/tap,設備通訊
case-20260825-01040,2026/8/25 6:48:35 PM,F18,[tcs/tap alarm:帳號與權限]f18_Tool-33的作業員請假交接暫時調整TAP機台控制權限,kevin_wang,tcs/tap,帳號與權限
case-20260825-01041,2026/8/25 3:13:42 PM,F12A,[tcs/tap alarm:配方管理]f12a_Track-03的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,tony_chang,tcs/tap,配方管理
case-20260825-01042,2026/8/25 5:46:40 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,alex_chen,tcs/tap,設備通訊
case-20260825-01043,2026/8/25 3:09:15 PM,F12A,[tcs/tap alarm:資料過帳]f12a_Track-03的派工作業異常中斷顯示Remote Host Closed Connection,kevin_wang,tcs/tap,資料過帳
case-20260825-01044,2026/8/25 2:26:20 PM,F12A,[tcs/tap alarm:配方管理]f12a_Track-03的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,john_lin,tcs/tap,配方管理
case-20260825-01045,2026/8/25 12:52:18 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的軟體跳出與TCS/TAP主機中斷連線重啟依然失敗,kevin_wang,tcs/tap,設備通訊
case-20260825-01046,2026/8/25 11:07:09 AM,F12A,[fdc alarm:模型維護]f12a_General的例行性FDC演算法閾值微調驗證,david_li,fdc,模型維護
case-20260825-01047,2026/8/25 3:31:35 PM,F14B,[fdc alarm:腔體警報]f14b_Tool-14的腔體即時壓力短暫碰觸UCL邊界,chris_chao,fdc,腔體警報
case-20260825-01048,2026/8/25 12:08:01 PM,F14A,[others alarm:週邊設備]f14a_Tool-32的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260826-01049,2026/8/26 7:31:50 PM,F12A,[ees alarm:零件壽命]f12a_Tool-20的更換消耗性零件後EES介面仍顯示壽命過期警告,alex_chen,ees,零件壽命
case-20260826-01050,2026/8/26 12:55:04 PM,F14A,[tcs/tap alarm:系統效能]f14a_Tool-21的尖峰排程時段TCS主機反應時間稍有波動,chris_chao,tcs/tap,系統效能
case-20260826-01051,2026/8/26 7:53:08 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-74的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,david_li,tcs/tap,設備通訊
case-20260826-01052,2026/8/26 4:42:53 PM,F14B,[tcs/tap alarm:帳號與權限]f14b_Tool-40的作業員請假交接暫時調整TAP機台控制權限,eric_huang,tcs/tap,帳號與權限
case-20260826-01053,2026/8/26 8:51:20 PM,F15,[fdc alarm:資料採集]f15_Tool-40的短暫網路震盪導致FDC Log採集延遲,sam_liu,fdc,資料採集
case-20260826-01054,2026/8/26 10:06:11 AM,F14A,[others alarm:週邊設備]f14a_Tool-42的標籤列印機無法收到網路列印指令,david_li,others,週邊設備
